CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-07-9090-45,01-617,CIUDAD CAPITAL,ZONA 7,LICEO DE CIENCIA Y TECNOLOGIA,"CALZADA SAN JUAN 37-78, COLONIA EL RODEO",24321644,MARIA DEL ROSARIO VARGAS SANDOVAL,VILMA ISABEL OROZCO LÓPEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9091-45,01-409,CIUDAD CAPITAL,ZONA 7,LICEO DE CIENCIA Y TECNOLOGIA (POR MADUREZ),"CALZADA SAN JUAN 37-78, COLONIA EL RODEO",24321644,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,VILMA ISABEL OROZCO LÓPEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9199-45,01-409,CIUDAD CAPITAL,ZONA 7,INSTITUTO PRIVADO MIXTO SAN JUAN,CALZADA SAN JUAN 31-47,59515512,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JUAN WALDEMAR CABRERA MENDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9262-45,01-623,CIUDAD CAPITAL,ZONA 7,COLEGIO BILINGUE DE COMPUTACION C. B. C.,38 AVENIDA 4-55 COLONIA LA FLORESTA,24312167,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,ANGEL OSWALDO ALVARADO SÁNCHEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9298-45,01-623,CIUDAD CAPITAL,ZONA 7,LICEO CRISTIANO VERDAD L.C.V.,"13 AVENIDA 4-03, COLONIA QUINTA SAMAYOA",24404750,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,MARTA AZUCENA PAZ QUIÑONEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9340-45,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO GUATEMALTECO DE INFORMATICA,"31 CALLE 12-67ZONA 7, COLONIA BETHANIA.",24319830,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,ZOILA MARITZA NORIEGA MÉNDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9352-45,01-619,CIUDAD CAPITAL,ZONA 7,LICEO MIXTO OBED,"2A. CALLE A 8-26, COLONIA QUINTA SAMAYOA",24712246,JUAN WALDEMAR CABRERA MENDEZ,SERGIA JOSEFINA SALAY ALVAREZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9358-45,01-619,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO TECNICO LABORAL KINAL,6A. AVE. 13-54 COLONIA LANDIVAR,46018773,JUAN WALDEMAR CABRERA MENDEZ,FRANCISCO ANTONIO MORALES RODAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9393-45,01-619,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,CALZADA SAN JUAN 31-47,24392574,JUAN WALDEMAR CABRERA MENDEZ,OSCAR ALFREDO HERRERA JUAREZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9401-45,01-409,CIUDAD CAPITAL,ZONA 7,INSTITUTO PRIVADO MIXTO SAN JUAN,CALZADA SAN JUAN 31-47,53160616,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JUAN WALDEMAR CABRERA MENDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9405-45,01-602,CIUDAD CAPITAL,ZONA 7,LICEO DE COMPUTACION C.S.S ZONA 7,CALZADA SAN JUAN 38-83 COLONIA EL RODEO,24314311,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,SANDRA PATRICIA RAXÓN MAX,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9442-45,01-617,CIUDAD CAPITAL,ZONA 7,COLEGIO SUBLIME GRACIA,8A. CALLE 28-96 COLONIA KAMINAL JUYU I,56074104,MARIA DEL ROSARIO VARGAS SANDOVAL,ZOILA ARGENTINA CONDE OSORIO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9542-45,01-617,CIUDAD CAPITAL,ZONA 7,LICEO CRISTIANO DE FORMACION EMPRESARIAL,CALZADA SAN JUAN 32-83,24339685,MARIA DEL ROSARIO VARGAS SANDOVAL,LICDA. LILIA ADRIANA LEMUS GALÁN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9747-45,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO PANAMERICANO NO. 4,37 AVENIDA 3-88 ZONA 7 GUATEMALA,24374265,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,SONIA LETICIA MACHUCA RODRIGUEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-08-0010-45,01-620,CIUDAD CAPITAL,ZONA 8,COLEGIO EVANGÉLICO MIXTO EL CALVARIO,32 CALLE 2-26 ZONA 8,22468090,RONALD MAURICIO MORALES VIVAR,ADRIANA ISABEL SIGNOR DE LEÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA OCCIDENTE
00-08-0678-45,01-401,CIUDAD CAPITAL,ZONA 8,COLEGIO EVANGELICO EL JARDIN DE LAS ROSAS,27 CALLE A 7-24,24711165,IXMUCANE ALDANA VILLAVICENCIO,CARLOS DANIEL FIGUEROA CONTRERAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-08-2242-45,01-401,CIUDAD CAPITAL,ZONA 8,COLEGIO EVANGELICO MIXTO EL CALVARIO,33 CALLE 2-26,24468090,IXMUCANE ALDANA VILLAVICENCIO,ADRIANA ISABEL SIGNOR DE LEÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-09-0001-45,01-313,CIUDAD CAPITAL,ZONA 9,CENTRO EDUCATIVO EL VALLE,11 CALLE 7-35,23608220,ERICK GUILLERMO SANCHEZ MARTINEZ,EVELYN ELIZABET CALDERÓN MARTÍNEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-0003-45,01-505,CIUDAD CAPITAL,ZONA 9,COLEGIO VALVERDE NO. 3,"8A CALLE, 7-48",22093200,MARIA TERESA MILIAN AVILES,GLORIA ISABEL GÓMEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-0008-45,01-505,CIUDAD CAPITAL,ZONA 9,COLEGIO EDUCATIVO AMERICANO,5A. AVENIDA 13-18,23612765,MARIA TERESA MILIAN AVILES,JORGE MARIO BOCALETTI GUTIÉRREZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-0010-45,01-637,CIUDAD CAPITAL,ZONA 9,ESCUELA DE ESTUDIOS PENITENCIARIOS MODALIDAD FLEXIBLE,"5A AVENIDA ""A"" 13-28",22463777,JOSUE VINICIO ROMERO REYES,MAILEEN ZUCELY MARIN LINARES,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
00-09-0020-45,01-405,CIUDAD CAPITAL,ZONA 9,COLEGIO TEC-FUTURO,"AVENIDA REFORMA 01-90 APARTAMENTO 1102, NIVEL 11 EDIFICIO MASVAL",45151685,BLANCA SARAI GUTIERREZ PINEDA,ROSIDALIA MARMITA OROZCO OROZCO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA ORIENTE
00-09-0024-45,01-637,CIUDAD CAPITAL,ZONA 9,"CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- ""CASA JOVEN""","5A. AVENIDA 12-31, EDIFICIO EL CORTEZ, SEXTO NIVEL OFICINA 605",54293338,JOSUE VINICIO ROMERO REYES,VILMA LISSET CAMAJA CANTO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA ORIENTE
00-09-0693-45,01-505,CIUDAD CAPITAL,ZONA 9,"INSTITUTO "" MARIA AUXILIADORA """,5A AVE. 6-12,23310985,MARIA TERESA MILIAN AVILES,MARÍA ANDREE BARILLAS HERNANDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-7224-45,01-505,CIUDAD CAPITAL,ZONA 9,LICEO PREUNIVERSITARIO DE COMPUTACION,7A. AVENIDA 10-38,23109350,MARIA TERESA MILIAN AVILES,MARCO TULIO VARGAS ALVARADO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-09-7853-45,01-505,CIUDAD CAPITAL,ZONA 9,COLEGIO GIBBS,7AV. 3-50,23316241-23618725,MARIA TERESA MILIAN AVILES,LILIA PATRICIA ESTRADA CONTRERAS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0010-45,01-503,CIUDAD CAPITAL,ZONA 10,COLEGIO CENTRO DE ESTUDIOS AMERICANO,6A. AVENIDA 0-18,23316922,NANCY CAROLINA NAVAS GONZÁLEZ,JOSÉ FRANCISCO BALLESTEROS GUZMÁN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0011-45,01-503,CIUDAD CAPITAL,ZONA 10,INEB DE TELESECUNDARIA,17 CALLE 21-18,52926067,NANCY CAROLINA NAVAS GONZÁLEZ,WENDY SUSANA MALTEZ PEREZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0014-45,01-503,CIUDAD CAPITAL,ZONA 10,COLEGIO LA ACADEMIA,13 CALLE 6-91,23323279,NANCY CAROLINA NAVAS GONZÁLEZ,MARILYN TATIANA SALGUERO ROLDAN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0024-45,01-405,CIUDAD CAPITAL,ZONA 10,INSTITUTO PRIVADO MIXTO OCUPACIONAL EXPERIMENTAL CAMPERO,1A. AVENIDA 9-23 ZONA 10,22699550,BLANCA SARAI GUTIERREZ PINEDA,ANNABELLA CORDÓN CAMPOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0034-45,01-503,CIUDAD CAPITAL,ZONA 10,"CENTRO EDUCATIVO PARA NIÑOS CON DISCAPACIDAD VISUAL ""SANTA LUCIA"", DEL BENEMERITO COMITÉ PRO-CIEGOS Y SORDOS DE GUATEMALA","2A. CALLE ""A"" 9-00",41019528,NANCY CAROLINA NAVAS GONZÁLEZ,SILVIA XIMENA AGUILAR YAX,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0037-45,01-503,CIUDAD CAPITAL,ZONA 10,COLEGIO ALTAMIRA,13 CALLE 6-24 ZONA 10 CIUDAD DE GUATEMALA,59464229,NANCY CAROLINA NAVAS GONZÁLEZ,ALBA MARICELA JOR PORTILLO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0039-45,01-501,CIUDAD CAPITAL,ZONA 10,COLEGIO HOMESCHOOL AT MY TIME,AVENIDA LAS AMERICAS 8-42 Z.13 CONDOMINIO AMERICAS 10 NIVEL OFICINA 1105. CIUDAD,30318928,JULIO JACOBO GIL URBINA,MÉLIDA ANTONIA MEJÍA GONZÁLEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,A DISTANCIA,GUATEMALA ORIENTE
00-10-0040-45,01-405,CIUDAD CAPITAL,ZONA 10,INSTITUTO PRIVADO MIXTO OCUPACIONAL EXPERIMENTAL CAMPERO,1A. AVENIDA 9-23,22699550,BLANCA SARAI GUTIERREZ PINEDA,ANNABELLA CORDÓN CAMPOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),GUATEMALA ORIENTE
00-10-0045-45,01-503,CIUDAD CAPITAL,ZONA 10,HAN AL INTERNACIONAL,15 CALLE 3-16,23140101,NANCY CAROLINA NAVAS GONZÁLEZ,BRENDA LIGIA ZIMERI GIRÓN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0047-45,01-405,CIUDAD CAPITAL,ZONA 10,COLEGIO VANGUARDIA GLOBAL,13 CALLE 6-91,41224636,BLANCA SARAI GUTIERREZ PINEDA,MÁRILYN TATIANA SALGUERO ROLDÁN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA ORIENTE
00-10-0760-45,01-503,CIUDAD CAPITAL,ZONA 10,IPVB COLEGIO AMIGO DE LOS NIÑOS 'MI CASA',6A AVE. 13-05,23682041,NANCY CAROLINA NAVAS GONZÁLEZ,EMMA LUCRECIA PÉREZ CHAMALÉ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0764-45,01-503,CIUDAD CAPITAL,ZONA 10,COLEGIO LA ASUNCION,"7A AVENIDA 11-55, INTERIOR FINCA LAS MARGARITAS",23889500,NANCY CAROLINA NAVAS GONZÁLEZ,LILIAN ELIZETH GÓMEZ AQUINO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-0775-45,01-501,CIUDAD CAPITAL,ZONA 10,MONTANO COLLEGE,6A AVE. 11-39,23261515,JULIO JACOBO GIL URBINA,MARIO ROMAN AGUILAR BURGOS,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-2251-45,01-503,CIUDAD CAPITAL,ZONA 10,ESCUELA LA SAGRADA FAMILIA,15 CALLE 21-79,23671770,NANCY CAROLINA NAVAS GONZÁLEZ,AURA MARINA IXTECOC VINO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-3055-45,01-501,CIUDAD CAPITAL,ZONA 10,COLEGIO CIUDAD VIEJA,9A. CALLE 5-49,23314462,JULIO JACOBO GIL URBINA,MARÍA RAQUEL JIMÉNEZ ESTRADA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE
00-10-8939-45,01-503,CIUDAD CAPITAL,ZONA 10,CENTRO EDUCATIVO SUPERACION 'GALILEO,2A. AV. 10-43,22053215,NANCY CAROLINA NAVAS GONZÁLEZ,ERICKA BRISEIDA MILIAN CANTE,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-11-0007-45,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO EDUCACION EN LINEA,8A. AVENIDA 21-83,30193053,MIRIAM DEL CARMEN OROZCO HERNANDEZ,CARMEN MERCEDES ARCHILA SUY,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR
00-11-0014-45,01-641,CIUDAD CAPITAL,ZONA 11,"CENTRO ESPECIALIZADO DE FORMACION PARA ADULTOS, CEFA","35 AVENIDA, 0-45, COLONIA TOLEDO",24964444,MILTON ALONSO ALVAREZ FUENTES,LESVIA LILIANA CHACATE TICURÚ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
00-11-0015-45,01-641,CIUDAD CAPITAL,ZONA 11,"CENTRO ESPECIALIZADO DE FORMACION PARA ADULTOS, CEFA","35 AVENIDA, 0-45, COLONIA TOLEDO",24964444,MILTON ALONSO ALVAREZ FUENTES,LESVIA LILIANA CHACATE TICURÚ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
00-11-0020-45,01-210,CIUDAD CAPITAL,ZONA 11,COLEGIO PANAMERICANO NO. 6,"35 AVENIDA 0-45, PLAZA HELVETIA",24964444,DINIZ ORALIA MORALES MUÑOZ,LESVIA LILIANA CHACATE TICURÚ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0021-45,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO EDUCACION EN LINEA,8A. AVENIDA 21-83,40279702,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ASTRID EMILZZA CONTRERAS ALDANA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR
00-11-0033-45,01-209,CIUDAD CAPITAL,ZONA 11,CENTRO EDUCATIVO MIXTO EL CAMINO DEL SEÑOR,"0 AVENIDA A, 49-99 COLONIA CASTAÑAS",24792029,MIRIAM DEL CARMEN OROZCO HERNANDEZ,ANA LUCÍA ALVARADO SAMAYOA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0037-45,01-210,CIUDAD CAPITAL,ZONA 11,TECNICO EN MECANICA AUTOMOTRIZ,"22 CALLE, 7-81",30477521,DINIZ ORALIA MORALES MUÑOZ,YOLANDA NOJ TUQUER,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0043-45,01-209,CIUDAD CAPITAL,ZONA 11,"COLEGIO TECNOLÓGICO AMERICANO ""AMERITEC""","39 CALLE 10-91, LAS CHARCAS, AVENIDA FINAL",23242800,MIRIAM DEL CARMEN OROZCO HERNANDEZ,MARÍA ANDREA RUÍZ HERRERA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0048-45,01-640,CIUDAD CAPITAL,ZONA 11,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-EDUVIDA,19 AVENIDA 5-94 ZONA 11 COLONIA MIRADOR I,24263642,ELISEO DANIEL ALVAREZ NATARENO,ELENA NOEMÍ BERCIÁN RAMÍREZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,A DISTANCIA,GUATEMALA SUR
00-11-0052-45,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO BILINGUE CUMBRE DEL REINO (KINGDOM PEAK),18 CALLE 09-68 ZONA 11,24733795,MIRIAM DEL CARMEN OROZCO HERNANDEZ,OSCAR ENRIQUE SÁNCHEZ SIGÜENZA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0069-45,01-210,CIUDAD CAPITAL,ZONA 11,COLEGIO GRANDES TALENTOS,"28 CALLE 9-35, VILLAS SAN CARLOS, ZONA 11",22280611,DINIZ ORALIA MORALES MUÑOZ,OLIMPIA CLEOTILDE PÉREZ GUTIÉRREZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0072-45,01-210,CIUDAD CAPITAL,ZONA 11,COLEGIO PANAMERICANO NO. 6,"35A. AVENIDA 0-45, PLAZA HELVETIA",42655822,DINIZ ORALIA MORALES MUÑOZ,LESVIA LILIANA CHACATE TICURÚ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA SUR
00-11-0074-45,01-640,CIUDAD CAPITAL,ZONA 11,"CENTRO DE EDUCACIÓN EXTRAESCOLAR CON FORMACIÓN PARA EL TRABAJO CEEX-FORT ""LIC. ELISEO DANIEL ÁLVAREZ NATARENO""",51 CALLE 4-96 COLONIA CASTAÑAS,41206441,ELISEO DANIEL ALVAREZ NATARENO,LUIS ALFREDO ROJAS ROJAS,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA SUR
00-11-0077-45,01-641,CIUDAD CAPITAL,ZONA 11,"INSTITUTO PARTICULAR MIXTO NOCTURNO ""LIC. EMILIO ARENALES CATALÁN""",2A. AVENIDA 4-21,24723222,MILTON ALONSO ALVAREZ FUENTES,SILVIA PATRICIA CATALAN SANCHEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
00-11-0079-45,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO EDUCACION EN LINEA,8A. AVENIDA 21-83,30193053,MIRIAM DEL CARMEN OROZCO HERNANDEZ,CARMEN MERCEDES ARCHILA SUY,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR
00-11-0081-45,01-641,CIUDAD CAPITAL,ZONA 11,"CENTRO ESPECIALIZADO DE FORMACION PARA ADULTOS, CEFA","35 AVENIDA, 0-45, COLONIA TOLEDO",56874884,MILTON ALONSO ALVAREZ FUENTES,LESVIA LILIANA CHACATE TICURÚ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
00-11-0084-45,01-209,CIUDAD CAPITAL,ZONA 11,"COLEGIO TECNOLÓGICO AMERICANO ""AMERITEC""","39A. CALLE 10-91, LAS CHARCAS",23242800,MIRIAM DEL CARMEN OROZCO HERNANDEZ,MARÍA ANDREA RUÍZ HERRERA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SEMIPRESENCIAL,GUATEMALA SUR
00-11-0087-45,01-209,CIUDAD CAPITAL,ZONA 11,"COLEGIO TECNOLÓGICO AMERICANO ""AMERITEC""","39A. CALLE 10-91, LAS CHARCAS",23242800,MIRIAM DEL CARMEN OROZCO HERNANDEZ,MARÍA ANDREA RUÍZ HERRERA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA SUR
00-11-0090-45,01-640,CIUDAD CAPITAL,ZONA 11,"""CEEX - SECRETARIA DE BIENESTAR SOCIAL DE LA PRESIDENCIA DE LA REPÚBLICA"", SEDE COLONIA LAS CHARCAS",32A. CALLE 9-34,42209206,ELISEO DANIEL ALVAREZ NATARENO,SUSAN GLORIANA SALAZAR FIGUEROA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),GUATEMALA SUR
00-11-0092-45,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO CASTELLO,6A. CALLE 29-90,22964568,MIRIAM DEL CARMEN OROZCO HERNANDEZ,JORGE EDUARDO MÉRIDA SANTIZO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0096-45,01-641,CIUDAD CAPITAL,ZONA 11,COLEGIO CRECEMOS +,30A. AVENIDA 9-96,25093547,MILTON ALONSO ALVAREZ FUENTES,KARLA NOEMÍ ALVAREZ FLORES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,GUATEMALA SUR
00-11-0840-45,01-209,CIUDAD CAPITAL,ZONA 11,INEB JUAN DIEGUEZ OLAVERRI,8A AVE. 25-40,24423398,MIRIAM DEL CARMEN OROZCO HERNANDEZ,CLAUDIA PATRICIA TZUL TOT,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0841-45,01-641,CIUDAD CAPITAL,ZONA 11,INEB NOCTURNO POPOL VUH,13 CALLE 11-00 COLONIA ROOSEVELT,24405389,MILTON ALONSO ALVAREZ FUENTES,JAYAN ELISABET JUAREZ MORALES,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0842-45,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO SANTA TERESITA,22 CALLE 13-31,24933232,MIRIAM DEL CARMEN OROZCO HERNANDEZ,VIOLETA DEL ALBA NAVARRO OROZCO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0844-45,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO NACIONAL AMERICANO,13 CALLE 5-60,24710703,MIRIAM DEL CARMEN OROZCO HERNANDEZ,GREGORIA JEANETTE BENÍTEZ MANZANERO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0845-45,01-209,CIUDAD CAPITAL,ZONA 11,COLEGIO EDUCATIVO DE FORMACION INTEGRAL C.E.F.I,15 AVE. B 11-22,59440009,MIRIAM DEL CARMEN OROZCO HERNANDEZ,MIRIAM DEL CARMEN OROZCO HERNÁNDEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
00-11-0847-45,01-209,CIUDAD CAPITAL,ZONA 11,"COLEGIO MIXTO BILINGUE ""EL PRADO""",28 CALLE 7-58,22046444,MIRIAM DEL CARMEN OROZCO HERNANDEZ,JOSÉ DANIEL GARCÍA GODOY,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
